UNIDADE_DA_FEDERACAO,MUNICIPIO,NUMERO_REGISTRO_ESTABELECIMENTO,CNPJ,RAZAO_SOCIAL,NOME_FANTASIA,AREA_ATUACAO,ATIVIDADE,CLASSIFICACAO
SP,Fartura,SP0060038,**.***.382/***-**,EDSON LUIS DE OLIVEIRA FILHO,AGRO ELOF,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RO,Cacaulândia,RO0004308,**.***.842/***-**,CASA DA LAVOURA MAQUINAS E IMPLEMENTOS AGRICOLAS,CASA DA LAVOURA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Hortolândia,SP0050245,**.***.059/***-**,TRADECORP DO BRASIL COMERCIO DE INSUMOS AGRICOLAS LTDA,Microquimica Tradecorp,"FERTILIZANTE, INOCULANTE E CORRETIVO",EXPORTADOR,PRODUTO EXPORTADO EMBALADO
GO,Rio Verde,GO0015407,**.***.673/***-**,BRFERTIL S.A,BRFÉRTIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Hortolândia,SP0052604,**.***.762/***-**,NICOLAGRO PRODUTOS AGRICOLAS LTDA,NICOLAGRO PRODUTOS AGRICOLAS LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Porto Alegre,RS0049239,**.***.648/***-**,OURO GRAN FERTILIZANTES E TRANSPORTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Ribeirão Preto,SP0053007,**.***.462/***-**,rede catena distribuidora de insumos agricolas ltda,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SP,Ribeirão Preto,SP0053007,**.***.462/***-**,rede catena distribuidora de insumos agricolas ltda,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
RS,Rio Grande,RS0046159,**.***.841/***-**,TECNOGRAN AGRONUTRIENTES LTDA,Tecnogran,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
SP,Campinas,SP0061751,**.***.185/***-**,MERUOCA COMERCIO DE MATERIAS-PRIMAS AGRICOLAS LTDA,MERUOCA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
MG,Araguari,MG0022128,**.***.929/***-**,EQUILIBRIO FERTILIZANTES LTDA,EQUILIBRIO FERTILIZANTES LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
SP,Jaguariúna,SP0052876,**.***.449/***-**,FERTIRRIGAR CONSULTORIA E COMERCIO LTDA,FERTIRRIGAR,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SC,Balneário Camboriú,SC0026662,**.***.822/***-**,CATARINA FERTILIZANTES LTDA,CATARINA FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SC,Blumenau,SC0026662,**.***.822/***-**,CATARINA FERTILIZANTES LTDA,CATARINA FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SP,Santa Cruz da Conceic?o,SP0054658,**.***.369/***-**,CLAUDIO MICHAEL COMIM ME,Lemão Eucaliptos,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Cuiabá,MT0012203,**.***.841/***-**,TECNOGRAN AGRONUTRIENTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
PA,Redenção,PA0007773,**.***.797/***-**,J. A. AGRICOLA LTDA,JA AGRÍCOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Itaú de Minas,MG0028410,**.***.064/***-**,BACANA REPRESENTAÇÕES E TRANSPORTES LTDA - ME,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EM GRANEL
MT,Cuiabá,MT0009121,**.***.763/***-**,LALLEMAND SOLUÇÕES BIOLÓGICAS LTDA,LALLEMAND SOLUÇÕES BIOLÓGICAS LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Novo Diamantino,MT0009180,**.***.403/***-**,ASTER MÁQUINAS E SOLUÇÕES INTEGRADAS LTDA,Áster Máquinas e Soluções Integradas Ltda. Filial Diamantino,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MS,Campo Grande,MS0014451,**.***.403/***-**,ASTER MÁQUINAS E SOLUÇÕES INTEGRADAS LTDA,Áster Máquinas e Soluções Integradas Ltda. Filial Campo Grande,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Esteio,RS0047708,**.***.576/***-**,PROSOLLO FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Juatuba,MG0022624,**.***.212/***-**,DESTINAR GESTAO DE RESIDUO LTDA,DESTINAR,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
SP,São Paulo,SP0053597,**.***.938/***-**,COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Novo Machado,RS0044814,**.***.072/***-**,COOPERATIVA MISTA SÃO LUIZ LTDA,COOPERMIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Itajaí,SC0031127,**.***.388/***-**,GOLDEN IMEX LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MS,Costa Rica,MS0014605,**.***.981/***-**,COOPERATIVA AGRICOLA MISTA DE ADAMANTINA,CAMDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MA,São Luís,MA0006408,**.***.555/***-**,LYNKZ DISTRIBUIDORA S A,LYNKZ BR,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PA,Barcarena,PA0008150,**.***.726/***-**,FERTZ FERTILZANTES SA,FERTZ FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
PE,Petrolina,PE0008400,**.***.032/***-**,NOVOAGRO AGRONEGOCIOS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MT,Vera,MT0012238,**.***.229/***-**,DREYMOOR BRASIL COMERCIO DE FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
GO,Três Ranchos,GO0017264,**.***.229/***-**,DREYMOOR BRASIL COMERCIO DE FERTILIZANTES LTDA,DREYMOOR,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
RR,Caracaraí,RR0000833,**.***.052/***-**,TRAIRI COMERCIO DE DERIVADOS DE PETROLEO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CORRETIVO
SC,Itajaí,SC0026654,**.***.984/***-**,NILE IMPORTACAO E EXPORTACAO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP,Monte Alto,SP0066974,**.***.115/***-**,AGROFUTURO PRODUTOS AGRICOLAS LTDA.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Sumaré,SP0055050,**.***.724/***-**,industria quimica anastacio s/a,industria quimica anastacio s/a,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Ribeirão Preto,SP0056642,**.***.678/***-**,GRB IMPORT LTDA,GRB - IMPORT,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
AC,Xapuri,AC0001279,**.***.261/***-**,CASA DA LAVOURA PRODUTOS AGROPECUARIOS IMPORTACAO E EXPORTACAO LTDA,CASA DA LAVOURA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Piraju,SP0055905,**.***.301/***-**,OURO SOJA DO BRASIL INDUSTRIA E COMERCIO DE FERTILIZANTES E PRODUTOS AGROPECUARIOS LTDA,OURO SOJA FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Osasco,SP0056022,**.***.044/***-**,YES AGRICULTURA LTDA.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Belo Horizonte,MG0024821,**.***.242/***-**,AGRO PREMIUM COMERCIO DE FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Cristalina,GO0015598,**.***.805/***-**,PRODUTEC COMÉRCIO E REPRESENTAÇÕES S.A,LAVORO AGRO - GRUPO PRODUTEC,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Caxias do Sul,RS0044636,**.***.838/***-**,RIZZI & CIA LTDA - FILIAL 05,AGRIMAR,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Itaberaí,GO0012165,**.***.597/***-**,ELO AGRONEGOCIOS LTDA,Elo Agricola,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
TO,Palmas,TO0006815,**.***.323/***-**,AGROATACADO LTDA,AGROATACADO FILIAL 001,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Campestre,MG0024678,**.***.996/***-**,AGRIEN SOLUCOES AGRICOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Itajaí,SC0030007,**.***.243/***-**,BDN TRADE LIMITADA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Formosa,GO0013188,**.***.923/***-**,SANTA FE AGROSCIENCES LTDA,NUTRILAN,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Miguel Burnier,MG0026620,**.***.547/***-**,MINERAÇÃO RODEIO DE BAIXO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CORRETIVO
RO,Porto Velho,RO0004006,**.***.278/***-**,CAMPO RICO BRASIL COMERCIO DE FERTILIZANTES S.A.,CAMPO RICO FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP,Jundiaí,SP0052590,**.***.155/***-**,AGROAMBIENTAL JARDINAGEM E PAISAGISMO LTDA,AGROAMBIENTAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Cuiabá,MT0012300,**.***.984/***-**,ELEVA QUIMICA LTDA - FILIAL MT,ELEVA QUIMICA LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
RS,São Gabriel,RS0047066,**.***.110/***-**,SYNGENTA COMERCIAL AGRÍCOLA LTDA,ATUA AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MS,Ivinhema,MS0011991,**.***.169/***-**,ADECOAGRO VALE DO IVINHEMA S/A,ADECOAGRO VALE DO IVINHEMA S/A,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
ES,Mimoso do Sul,ES0011002,**.***.085/***-**,COOPERATIVA AGROPECUÁRIA CENTRO SERRANA,COOPEAVI,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Curitiba,PR0032808,**.***.212/***-**,GROW FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
CE,São Benedito,CE0011266,**.***.476/***-**,MANOEL GOMES DA SILVA ADUBOS,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Guaíra,SP0066109,**.***.926/***-**,AGUETONI AGRICOLA LTDA,AGUETONI AGRÍCOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Cajamar,SP0052469,**.***.940/***-**,AMAZON SERVIÇOS DE VAREJO DO BRASIL LTDA,Amazon Serviços de Varejo do Brasil Ltda,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
CE,Itaitinga,CE0011894,**.***.940/***-**,AMAZON SERVIÇOS DE VAREJO DO BRASIL LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Carmópolis de Minas,MG0023183,**.***.791/***-**,TERRA NOVA COMERCIO REPRESENTAÇÕES E ASSISTÊNCIA TÉCNICA AGRÍCOLA LTDA,TERRA NOVA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Passos Maia,SC0028223,**.***.723/***-**,NATURAL INDUSTRIA DE COMPOSTO ORGÂNICO LTDA,Natural Composto Orgânico,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MG,Uberaba,MG0023418,**.***.525/***-**,louis dreyfus company brasil s/a,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MT,Apiacás,MT0009830,**.***.893/***-**,SUPREMA PRODUTOS AGROPECUARIOS,SUPREMA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Cuiabá,MT0009776,**.***.688/***-**,ZOOTEC INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,RAÇA AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RO,Alta Floresta D'Oeste,RO0004502,**.***.372/***-**,LG DE SOUSA COM E PRODUTO AGROPEC LTDA,AGROPEC AGRICOLA E PECUARIA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Lucas do Rio Verde,MT0009687,**.***.236/***-**,FERTIAGRO COMERCIO E TRANSPORTE LTDA,FERTIAGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MA,São Luís,MA0007595,**.***.630/***-**,A R T DA SILVA DISTRIBUIDORA LTDA,Data Agro,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Uberaba,MG0025925,**.***.510/***-**,ADAMA BRASIL S/A,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Correntina,BA0012459,**.***.643/***-**,IV F COMERCIAL AGRICOLA LTDA,REDE AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Colniza,MT0009857,**.***.893/***-**,SUPREMA PRODUTOS AGROPECUARIOS,SUPREMA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SE,Umbaúba,SE0003654,**.***.388/***-**,FONTE AGRICOLA LIMITADA,FONTE AGRICOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Itajaí,SC0029688,**.***.780/***-**,RKX TRADE EXPORTADORA E IMPORTADORA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MG,Uberaba,MG0033294,**.***.593/***-**,VALEOURO BIOTEC LTDA,VALEOURO BIOTEC,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
AL,Rio Largo,AL0003441,**.***.693/***-**,AGRITEC COMERCIO E INDUSTRIA LTDA,AGROMETAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Juazeiro,BA0012742,**.***.655/***-**,SATIS INDUSTRIA E COMERCIO LTDA,SATIS INDUSTRIA E COMERCIO LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Alfenas,MG0027642,**.***.023/***-**,PREMIUM FERTILIZANTES LTDA,PREMIUM FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
BA,Luís Eduardo Magalhães,BA0013390,**.***.525/***-**,LOUIS DREYFUS COMPANY BRASIL S.A.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
GO,Luziânia,GO0017256,**.***.242/***-**,MISTEL MINERAÇÃO SANTA TEREZINHA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,REMINERALIZADOR
SP,Monte Mor,SP0060992,**.***.699/***-**,SARTI E SILVA COMERCIO DE PRODUTOS AGRICOLAS LTDA,SM Agro,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,São José dos Campos,SP0058823,**.***.938/***-**,COBASI COMERCIO DE PRODUTOS BASICOS E INDUSTRIALIZADOS S.A.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Ourinhos,SP0058793,**.***.681/***-**,QUALICICLO AGRICOLA S/A,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Feliz Natal,MT0010715,**.***.723/***-**,LAVORO AGROCOMERCIAL S. A.,Lavoro Agrocomercial,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RO,Porto Velho,RO0004642,**.***.830/***-**,FERTI SOLO INSUMOS AGRICOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
GO,Goiânia,GO0017159,**.***.157/***-**,CANAÃ FERTILIZANTES LTDA,CANAA FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MT,Sorriso,MT0011053,**.***.308/***-**,SANTO EXPEDITO 333 INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,EVOS AGROINDUSTRIAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MT,Rondonópolis,MT0011460,**.***.566/***-**,AGRONELLI AGROINDÚSTRIA LTDA.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EM GRANEL
PE,Ouricuri,PE0006700,**.***.182/***-**,MINERADORA NOSSA SENHORA DE APARECIDA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MS,Aquidauana,MS0015687,**.***.490/***-**,"RT COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE GRAOS E FERTILIZANTES LTDA",RT COMERCIO DE GRAOS E FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
RO,Porto Velho,RO0004707,**.***.624/***-**,IRMÃOS GONÇALVES COMERCIO E INDUSTRIA LTDA,SUPERMERCADO IRMÃOS GONÇALVES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PB,Boqueirão,PB0010197,**.***.419/***-**,RURAL AGRICOLA COMERCIO LTDA,RURAL AGRICOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Rondonópolis,MT0011487,**.***.348/***-**,COMPANHIA NITRO QUÍMICA BRASILEIRA,NITRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Matutina,MG0031747,**.***.607/***-**,VERDE FERTILIZANTES LTDA,Verde Agritech,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,REMINERALIZADOR
SP,Cedral,SP0060100,**.***.226/***-**,CIA BRASILEIRA IMPORTAÇÃO E EXPORTAÇÃO DE FERTILIZANTES PAULISTA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
SP,Cedral,SP0060100,**.***.226/***-**,CIA BRASILEIRA IMPORTAÇÃO E EXPORTAÇÃO DE FERTILIZANTES PAULISTA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
PR,Paranaguá,PR0030309,**.***.434/***-**,GEN INDUSTRIA E COMÉRCIO DE FERTILIZANTES LTDA,GEN,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
GO,Rio Verde,GO0015377,**.***.680/***-**,AGRO AMAZONIA PRODUTOS AGROPECUARIOS S.A.,AGRO AMAZONIA PRODUTOS AGROPECUARIOS S.A.,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MS,Campo Grande,MS0016225,**.***.286/***-**,POLLI FERTILIZANTES INDUSTRIA E TRANSPORTES S.A,Polli Fertilizantes,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Nova Mutum,MT0011550,**.***.723/***-**,LAVORO AGROCOMERCIAL S.A,LAVORO AGROCOMERCIAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Santa Terezinha de Itaipu,PR0033286,**.***.539/***-**,GOLDEN AGRO LTDA,GOLDEN AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Sorriso,MT0010545,**.***.600/***-**,NSS COM.REP.LTDA,PLANTAR COMERCIO E REPRESENTAÇÕES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,São Francisco do Sul,SC0031062,**.***.493/***-**,CHEFERT COMERCIAL IMPORTADORA E EXPORTADORA LTDA,CHEFERT AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
PA,Santarém,PA0008982,**.***.336/***-**,A V CASTRO,SERRA MORENA,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP,São José do Rio Preto,SP0061794,**.***.066/***-**,IMPERIAL NUTRI PRODUTOS AGROPECUARIOS LTDA,IMPERIAL NUTRI,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Uberaba,MG0027952,**.***.268/***-**,VITAL BRASIL CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOSQUIMICOS LTDA,VitalForce,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Uberaba,MG0026476,**.***.566/***-**,AGRONELLI AGROINDUSTRIA LTDA,AGRONELLI AGROINDUSTRIA LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MT,Confresa,MT0011495,**.***.723/***-**,LAVORO AGROCOMERCIAL S.A,LAVORO AGROCOMERCIAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Cravinhos,SP0074365,**.***.628/***-**,SOLO VITA  LTDA,SOLO VITA - MINHOCARIO LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
RS,Rio Grande,RS0054178,**.***.984/***-**,ELEVA QUIMICA LTDA - FILIAL RS,ELEVA QUIMICA LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
MT,Santa Rita do Trivelato,MT0010499,**.***.223/***-**,C VALE COOPERATIVA,C VALE,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MS,Chapadão do Sul,MS0015784,**.***.516/***-**,ORGANTEC TECNOLOGIA EM ORGANICOS LTDA,ORGANTEC FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
